id,category,post
1156,panic_like,Chest feels tight when stress stacks up quickly. Texting a friend to check in.
1476,anhedonia,Joy feels muted—like the volume's turned down. Stepping outside for a minute of fresh air.
1985,ptsd_like,Update: Some days my body reacts before my brain understands why. Texting a friend to check in.
295,fatigue,I could nap on a moving bus right now. Taking it one breath at a time.
105,fatigue,Dragging myself through the afternoon slump again.
264,brain_fog,Reading the same sentence five times and still nothing. Texting a friend to check in.
1222,social_anxiety,Real talk: Crowds turn my brain into static; need quiet time to reset. Texting a friend to check in.
1141,low_mood,Status check: Motivation is MIA and everything feels muted. Journaling and short walks help a bit.
1268,appetite_sleep_change,If anyone else needs to hear this: Appetite keeps swinging from 'meh' to 'everything' lately. Reminding myself that feelings pass.
1015,ocd_like_worry,Real talk: Looping on the same worry even though I know it's irrational. Stepping outside for a minute of fresh air.
1140,self_esteem,Reminder to future me: Trying to believe 'good enough' can actually be good. Setting tiny goals and tiny wins.
1706,irritability,Real talk: Everything feels a bit like nails on a chalkboard. Taking it one breath at a time.
1988,guilt_shame,"Status check: That nagging 'not good enough' voice showed up again. Hydration and a stretch break, here we go."
1006,somatic,Status check: Back tension says hello every time I sit down.
1479,panic_like,Note to self: Counting breaths and waiting for the spike to pass. Texting a friend to check in.
492,brain_fog,"Status check: Words are playing hide-and-seek with my mouth. Hydration and a stretch break, here we go."
779,self_esteem,Learning to talk to myself like I would a friend. Taking it one breath at a time.
1087,burnout,Note to self: Running on fumes and to-do list keeps growing. Texting a friend to check in.
1831,adhd_like,Started five tasks and finished none—attention is on vacation.
1982,social_anxiety,Crowds turn my brain into static; need quiet time to reset. Taking it one breath at a time.
1072,ocd_like_worry,Looping on the same worry even though I know it's irrational.
1059,appetite_sleep_change,Update: Trying to notice patterns without judging myself. Setting tiny goals and tiny wins.
1418,guilt_shame,Wishing I could be kinder to myself when I slip up.
706,insomnia,Counted a thousand imaginary sheep and still wide awake.
200,fatigue,Update: Tired behind the eyes even after resting. Stepping outside for a minute of fresh air.
1047,anxiety,Heart fluttering for no clear reason—wish I could hit pause. Stepping outside for a minute of fresh air.
863,ocd_like_worry,Real talk: Double-checking things on autopilot again—brain seeking certainty.
668,insomnia,Third night in a row staring at the ceiling at 3AM. Journaling and short walks help a bit.
1822,brain_fog,Today in mental health: Reading the same sentence five times and still nothing. Journaling and short walks help a bit.
761,low_mood,Note to self: Motivation is MIA and everything feels muted.
1691,self_esteem,Note to self: Learning to talk to myself like I would a friend.
649,insomnia,Note to self: Sleep and I are not on speaking terms lately. Taking it one breath at a time.
1276,insomnia,Alarm goes off right when I finally drift off. Brutal.
1646,guilt_shame,Update: Guilt brain is loud over small mistakes. Reminding myself that feelings pass.
1656,insomnia,Alarm goes off right when I finally drift off. Brutal. Stepping outside for a minute of fresh air.
1907,adhd_like,Sticky notes are my second brain and they’re full.
335,guilt_shame,Wishing I could be kinder to myself when I slip up. Texting a friend to check in.
1422,panic_like,Chest feels tight when stress stacks up quickly.
1715,stress,Reminder to future me: So many tabs open in my head and none are loading.
593,burnout,Everything feels like a chore—even things I usually enjoy. Stepping outside for a minute of fresh air.
776,panic_like,Note to self: Sudden wave of jitters out of nowhere—breathing through it.
1088,stress,Tension living in my shoulders rent-free.
479,burnout,Update: Work brain is fried; focus meter stuck at 10%. Trying to be patient with myself.
1959,anxiety,Heart fluttering for no clear reason—wish I could hit pause. Taking it one breath at a time.
1965,ocd_like_worry,Wish my mind had a 'good enough' button.
77,low_mood,It's one of those low-energy days where even coffee can't lift me.
1347,brain_fog,Reading the same sentence five times and still nothing.
862,adhd_like,"Hyperfocus yesterday, scattered confetti brain today. Hydration and a stretch break, here we go."
1660,adhd_like,"Today in mental health: Timer on, distractions off… still drifting."
512,somatic,Back tension says hello every time I sit down. Taking it one breath at a time.
139,social_anxiety,Reminder to future me: Small talk feels like a boss-level challenge sometimes. Setting tiny goals and tiny wins.
1974,brain_fog,Brain is buffering… please wait. Stepping outside for a minute of fresh air.
112,brain_fog,If anyone else needs to hear this: Words are playing hide-and-seek with my mouth. Stepping outside for a minute of fresh air.
1709,somatic,Headache visiting again—wish it would leave a forwarding address.
1097,appetite_sleep_change,"Trying to notice patterns without judging myself. Hydration and a stretch break, here we go."
1431,social_anxiety,Update: Small talk feels like a boss-level challenge sometimes. Reminding myself that feelings pass.
550,somatic,Back tension says hello every time I sit down. Taking it one breath at a time.
557,social_anxiety,Today in mental health: Crowds turn my brain into static; need quiet time to reset.
1522,anxiety,My mind's racing with what-ifs and it's exhausting. Setting tiny goals and tiny wins.
1294,anxiety,My mind's racing with what-ifs and it's exhausting. Taking it one breath at a time.
1459,irritability,Apologizing in advance for my short fuse—working on it. Reminding myself that feelings pass.
1332,anxiety,Today in mental health: Feeling wired and tired at the same time—classic anxiety loop. Texting a friend to check in.
909,panic_like,Note to self: Chest feels tight when stress stacks up quickly.
1543,burnout,Note to self: Everything feels like a chore—even things I usually enjoy. Texting a friend to check in.
294,ptsd_like,"Today in mental health: Grounding exercises helping a bit when I get startled. Hydration and a stretch break, here we go."
1818,anhedonia,Checking off hobbies like tasks instead of enjoying them. Trying to be patient with myself.
1736,adhd_like,Started five tasks and finished none—attention is on vacation. Reminding myself that feelings pass.
1465,anxiety,Today in mental health: Feeling wired and tired at the same time—classic anxiety loop. Reminding myself that feelings pass.
497,insomnia,Counted a thousand imaginary sheep and still wide awake. Taking it one breath at a time.
1938,self_esteem,Trying to believe 'good enough' can actually be good. Stepping outside for a minute of fresh air.
1682,fatigue,Today in mental health: Tired behind the eyes even after resting. Journaling and short walks help a bit.
1896,irritability,If anyone else needs to hear this: Apologizing in advance for my short fuse—working on it. Texting a friend to check in.
311,adhd_like,Started five tasks and finished none—attention is on vacation. Taking it one breath at a time.
881,adhd_like,Started five tasks and finished none—attention is on vacation. Setting tiny goals and tiny wins.
441,burnout,"Note to self: Burnout check: deadlines, brain fog, and zero spark. Stepping outside for a minute of fresh air."
473,brain_fog,Update: Reading the same sentence five times and still nothing. Journaling and short walks help a bit.
1280,adhd_like,"Timer on, distractions off… still drifting. Taking it one breath at a time."
904,loneliness,Scrolling for company isn't cutting it today. Trying to be patient with myself.
5,stress,Update: So many tabs open in my head and none are loading.
1863,low_mood,Woke up heavy—like my energy got drained overnight.
484,ptsd_like,Some days my body reacts before my brain understands why.
268,anxiety,"Real talk: Overthinking every little thing again. Brain, please chill. Stepping outside for a minute of fresh air."
141,ocd_like_worry,If anyone else needs to hear this: Double-checking things on autopilot again—brain seeking certainty.
1923,burnout,"Burnout check: deadlines, brain fog, and zero spark. Taking it one breath at a time."
369,ocd_like_worry,If anyone else needs to hear this: Looping on the same worry even though I know it's irrational. Journaling and short walks help a bit.
1402,irritability,Apologizing in advance for my short fuse—working on it. Texting a friend to check in.
